Resolution = 3840 2160
|Keyboard | 0:00:00 q 10:31:35
|Keyboard | 0:00:01 q 10:31:36
|Keyboard | 0:00:00 q 10:31:36
|Click | 0:00:01 |(749, 544)| 10:31:37
|Click | 0:00:00 |(730, 571)| 10:31:37
|Click | 0:00:01 |(662, 679)| 10:31:38
